id,infinitive,definition,mood,subject,tense,answer
28652,nadar,to swim,Continuous (Progressive),vosotros,Imperfect,estabais nadando
28653,nadar,to swim,Continuous (Progressive),vosotros,Conditional,estaríais nadando
28654,nadar,to swim,Continuous (Progressive),vosotros,Future,estaréis nadando
28655,nadar,to swim,Continuous (Progressive),ellos,Present,están nadando
28656,nadar,to swim,Continuous (Progressive),ellas,Present,están nadando
28657,nadar,to swim,Continuous (Progressive),Uds.,Present,están nadando
28658,nadar,to swim,Continuous (Progressive),ellos,Preterite,estuvieron nadando
28659,nadar,to swim,Continuous (Progressive),ellas,Preterite,estuvieron nadando
28660,nadar,to swim,Continuous (Progressive),Uds.,Preterite,estuvieron nadando
28661,nadar,to swim,Continuous (Progressive),ellos,Imperfect,estaban nadando
28662,nadar,to swim,Continuous (Progressive),ellas,Imperfect,estaban nadando
28663,nadar,to swim,Continuous (Progressive),Uds.,Imperfect,estaban nadando
28664,nadar,to swim,Continuous (Progressive),ellos,Conditional,estarían nadando
28665,nadar,to swim,Continuous (Progressive),ellas,Conditional,estarían nadando
28666,nadar,to swim,Continuous (Progressive),Uds.,Conditional,estarían nadando
28667,nadar,to swim,Continuous (Progressive),ellos,Future,estarán nadando
28668,nadar,to swim,Continuous (Progressive),ellas,Future,estarán nadando
28669,nadar,to swim,Continuous (Progressive),Uds.,Future,estarán nadando
28670,nadar,to swim,Perfect,yo,Present,he nadado
28671,nadar,to swim,Perfect,yo,Preterite,hube nadado
28672,nadar,to swim,Perfect,yo,Past,había nadado
28673,nadar,to swim,Perfect,yo,Conditional,habría nadado
28674,nadar,to swim,Perfect,yo,Future,habré nadado
28675,nadar,to swim,Perfect,tú,Present,has nadado
28676,nadar,to swim,Perfect,tú,Preterite,hubiste nadado
28677,nadar,to swim,Perfect,tú,Past,habías nadado
28678,nadar,to swim,Perfect,tú,Conditional,habrías nadado
28679,nadar,to swim,Perfect,tú,Future,habrás nadado
28680,nadar,to swim,Perfect,él,Present,ha nadado
28681,nadar,to swim,Perfect,ella,Present,ha nadado
28682,nadar,to swim,Perfect,Ud.,Present,ha nadado
28683,nadar,to swim,Perfect,él,Preterite,hubo nadado
28684,nadar,to swim,Perfect,ella,Preterite,hubo nadado
28685,nadar,to swim,Perfect,Ud.,Preterite,hubo nadado
28686,nadar,to swim,Perfect,él,Past,había nadado
28687,nadar,to swim,Perfect,ella,Past,había nadado
28688,nadar,to swim,Perfect,Ud.,Past,había nadado
28689,nadar,to swim,Perfect,él,Conditional,habría nadado
28690,nadar,to swim,Perfect,ella,Conditional,habría nadado
28691,nadar,to swim,Perfect,Ud.,Conditional,habría nadado
28692,nadar,to swim,Perfect,él,Future,habrá nadado
28693,nadar,to swim,Perfect,ella,Future,habrá nadado
28694,nadar,to swim,Perfect,Ud.,Future,habrá nadado
28695,nadar,to swim,Perfect,nosotros,Present,hemos nadado
28696,nadar,to swim,Perfect,nosotros,Preterite,hubimos nadado
28697,nadar,to swim,Perfect,nosotros,Past,habíamos nadado
28698,nadar,to swim,Perfect,nosotros,Conditional,habríamos nadado
28699,nadar,to swim,Perfect,nosotros,Future,habremos nadado
28700,nadar,to swim,Perfect,vosotros,Present,habéis nadado
28701,nadar,to swim,Perfect,vosotros,Preterite,hubisteis nadado
28702,nadar,to swim,Perfect,vosotros,Past,habíais nadado
28703,nadar,to swim,Perfect,vosotros,Conditional,habríais nadado
28704,nadar,to swim,Perfect,vosotros,Future,habréis nadado
28705,nadar,to swim,Perfect,ellos,Present,han nadado
28706,nadar,to swim,Perfect,ellas,Present,han nadado
28707,nadar,to swim,Perfect,Uds.,Present,han nadado
28708,nadar,to swim,Perfect,ellos,Preterite,hubieron nadado
28709,nadar,to swim,Perfect,ellas,Preterite,hubieron nadado
28710,nadar,to swim,Perfect,Uds.,Preterite,hubieron nadado
28711,nadar,to swim,Perfect,ellos,Past,habían nadado
28712,nadar,to swim,Perfect,ellas,Past,habían nadado
28713,nadar,to swim,Perfect,Uds.,Past,habían nadado
28714,nadar,to swim,Perfect,ellos,Conditional,habrían nadado
28715,nadar,to swim,Perfect,ellas,Conditional,habrían nadado
28716,nadar,to swim,Perfect,Uds.,Conditional,habrían nadado
28717,nadar,to swim,Perfect,ellos,Future,habrán nadado
28718,nadar,to swim,Perfect,ellas,Future,habrán nadado
28719,nadar,to swim,Perfect,Uds.,Future,habrán nadado
28720,nadar,to swim,Perfect Subjunctive,yo,Present,haya nadado
28721,nadar,to swim,Perfect Subjunctive,yo,Past,hubiera nadado
28722,nadar,to swim,Perfect Subjunctive,yo,Future,hubiere nadado
28723,nadar,to swim,Perfect Subjunctive,tú,Present,hayas nadado
28724,nadar,to swim,Perfect Subjunctive,tú,Past,hubieras nadado
28725,nadar,to swim,Perfect Subjunctive,tú,Future,hubieres nadado
28726,nadar,to swim,Perfect Subjunctive,él,Present,haya nadado
28727,nadar,to swim,Perfect Subjunctive,ella,Present,haya nadado
28728,nadar,to swim,Perfect Subjunctive,Ud.,Present,haya nadado
28729,nadar,to swim,Perfect Subjunctive,él,Past,hubiera nadado
28730,nadar,to swim,Perfect Subjunctive,ella,Past,hubiera nadado
28731,nadar,to swim,Perfect Subjunctive,Ud.,Past,hubiera nadado
28732,nadar,to swim,Perfect Subjunctive,él,Future,hubiere nadado
28733,nadar,to swim,Perfect Subjunctive,ella,Future,hubiere nadado
28734,nadar,to swim,Perfect Subjunctive,Ud.,Future,hubiere nadado
28735,nadar,to swim,Perfect Subjunctive,nosotros,Present,hayamos nadado
28736,nadar,to swim,Perfect Subjunctive,nosotros,Past,hubiéramos nadado
28737,nadar,to swim,Perfect Subjunctive,nosotros,Future,hubiéremos nadado
28738,nadar,to swim,Perfect Subjunctive,vosotros,Present,hayáis nadado
28739,nadar,to swim,Perfect Subjunctive,vosotros,Past,hubierais nadado
28740,nadar,to swim,Perfect Subjunctive,vosotros,Future,hubiereis nadado
28741,nadar,to swim,Perfect Subjunctive,ellos,Present,hayan nadado
28742,nadar,to swim,Perfect Subjunctive,ellas,Present,hayan nadado
28743,nadar,to swim,Perfect Subjunctive,Uds.,Present,hayan nadado
28744,nadar,to swim,Perfect Subjunctive,ellos,Past,hubieran nadado
28745,nadar,to swim,Perfect Subjunctive,ellas,Past,hubieran nadado
28746,nadar,to swim,Perfect Subjunctive,Uds.,Past,hubieran nadado
28747,nadar,to swim,Perfect Subjunctive,ellos,Future,hubieren nadado
28748,nadar,to swim,Perfect Subjunctive,ellas,Future,hubieren nadado
28749,nadar,to swim,Perfect Subjunctive,Uds.,Future,hubieren nadado
28750,necesitar,to need,Indicative,yo,Present,necesito
28751,necesitar,to need,Indicative,yo,Preterite,necesité
28752,necesitar,to need,Indicative,yo,Imperfect,necesitaba
28753,necesitar,to need,Indicative,yo,Conditional,necesitaría
28754,necesitar,to need,Indicative,yo,Future,necesitaré
28755,necesitar,to need,Indicative,tú,Present,necesitas
28756,necesitar,to need,Indicative,tú,Preterite,necesitaste
28757,necesitar,to need,Indicative,tú,Imperfect,necesitabas
28758,necesitar,to need,Indicative,tú,Conditional,necesitarías
28759,necesitar,to need,Indicative,tú,Future,necesitarás
28760,necesitar,to need,Indicative,él,Present,necesita
28761,necesitar,to need,Indicative,ella,Present,necesita
28762,necesitar,to need,Indicative,Ud.,Present,necesita
28763,necesitar,to need,Indicative,él,Preterite,necesitó
28764,necesitar,to need,Indicative,ella,Preterite,necesitó
28765,necesitar,to need,Indicative,Ud.,Preterite,necesitó
28766,necesitar,to need,Indicative,él,Imperfect,necesitaba
28767,necesitar,to need,Indicative,ella,Imperfect,necesitaba
28768,necesitar,to need,Indicative,Ud.,Imperfect,necesitaba
28769,necesitar,to need,Indicative,él,Conditional,necesitaría
28770,necesitar,to need,Indicative,ella,Conditional,necesitaría
28771,necesitar,to need,Indicative,Ud.,Conditional,necesitaría
28772,necesitar,to need,Indicative,él,Future,necesitará
28773,necesitar,to need,Indicative,ella,Future,necesitará
28774,necesitar,to need,Indicative,Ud.,Future,necesitará
28775,necesitar,to need,Indicative,nosotros,Present,necesitamos
28776,necesitar,to need,Indicative,nosotros,Preterite,necesitamos
28777,necesitar,to need,Indicative,nosotros,Imperfect,necesitábamos
28778,necesitar,to need,Indicative,nosotros,Conditional,necesitaríamos
28779,necesitar,to need,Indicative,nosotros,Future,necesitaremos
28780,necesitar,to need,Indicative,vosotros,Present,necesitáis
28781,necesitar,to need,Indicative,vosotros,Preterite,necesitasteis
28782,necesitar,to need,Indicative,vosotros,Imperfect,necesitabais
28783,necesitar,to need,Indicative,vosotros,Conditional,necesitaríais
28784,necesitar,to need,Indicative,vosotros,Future,necesitaréis
28785,necesitar,to need,Indicative,ellos,Present,necesitan
28786,necesitar,to need,Indicative,ellas,Present,necesitan
28787,necesitar,to need,Indicative,Uds.,Present,necesitan
28788,necesitar,to need,Indicative,ellos,Preterite,necesitaron
28789,necesitar,to need,Indicative,ellas,Preterite,necesitaron
28790,necesitar,to need,Indicative,Uds.,Preterite,necesitaron
28791,necesitar,to need,Indicative,ellos,Imperfect,necesitaban
28792,necesitar,to need,Indicative,ellas,Imperfect,necesitaban
28793,necesitar,to need,Indicative,Uds.,Imperfect,necesitaban
28794,necesitar,to need,Indicative,ellos,Conditional,necesitarían
28795,necesitar,to need,Indicative,ellas,Conditional,necesitarían
28796,necesitar,to need,Indicative,Uds.,Conditional,necesitarían
28797,necesitar,to need,Indicative,ellos,Future,necesitarán
28798,necesitar,to need,Indicative,ellas,Future,necesitarán
28799,necesitar,to need,Indicative,Uds.,Future,necesitarán
28800,necesitar,to need,Subjunctive,yo,Present,necesite
28801,necesitar,to need,Subjunctive,yo,Imperfect,necesitara
28802,necesitar,to need,Subjunctive,yo,Imperfect 2,necesitase
28803,necesitar,to need,Subjunctive,yo,Future,necesitare
28804,necesitar,to need,Subjunctive,tú,Present,necesites
28805,necesitar,to need,Subjunctive,tú,Imperfect,necesitaras
28806,necesitar,to need,Subjunctive,tú,Imperfect 2,necesitases
28807,necesitar,to need,Subjunctive,tú,Future,necesitares
28808,necesitar,to need,Subjunctive,él,Present,necesite
28809,necesitar,to need,Subjunctive,ella,Present,necesite
28810,necesitar,to need,Subjunctive,Ud.,Present,necesite
28811,necesitar,to need,Subjunctive,él,Imperfect,necesitara
28812,necesitar,to need,Subjunctive,ella,Imperfect,necesitara
28813,necesitar,to need,Subjunctive,Ud.,Imperfect,necesitara
28814,necesitar,to need,Subjunctive,él,Imperfect 2,necesitase
28815,necesitar,to need,Subjunctive,ella,Imperfect 2,necesitase
28816,necesitar,to need,Subjunctive,Ud.,Imperfect 2,necesitase
28817,necesitar,to need,Subjunctive,él,Future,necesitare
28818,necesitar,to need,Subjunctive,ella,Future,necesitare
28819,necesitar,to need,Subjunctive,Ud.,Future,necesitare
28820,necesitar,to need,Subjunctive,nosotros,Present,necesitemos
28821,necesitar,to need,Subjunctive,nosotros,Imperfect,necesitáramos
28822,necesitar,to need,Subjunctive,nosotros,Imperfect 2,necesitásemos
28823,necesitar,to need,Subjunctive,nosotros,Future,necesitáremos
28824,necesitar,to need,Subjunctive,vosotros,Present,necesitéis
28825,necesitar,to need,Subjunctive,vosotros,Imperfect,necesitarais
28826,necesitar,to need,Subjunctive,vosotros,Imperfect 2,necesitaseis
28827,necesitar,to need,Subjunctive,vosotros,Future,necesitareis
28828,necesitar,to need,Subjunctive,ellos,Present,necesiten
28829,necesitar,to need,Subjunctive,ellas,Present,necesiten
28830,necesitar,to need,Subjunctive,Uds.,Present,necesiten
28831,necesitar,to need,Subjunctive,ellos,Imperfect,necesitaran
28832,necesitar,to need,Subjunctive,ellas,Imperfect,necesitaran
28833,necesitar,to need,Subjunctive,Uds.,Imperfect,necesitaran
28834,necesitar,to need,Subjunctive,ellos,Imperfect 2,necesitasen
28835,necesitar,to need,Subjunctive,ellas,Imperfect 2,necesitasen
28836,necesitar,to need,Subjunctive,Uds.,Imperfect 2,necesitasen
28837,necesitar,to need,Subjunctive,ellos,Future,necesitaren
28838,necesitar,to need,Subjunctive,ellas,Future,necesitaren
28839,necesitar,to need,Subjunctive,Uds.,Future,necesitaren
28840,necesitar,to need,Imperative,tú,Affirmative,necesita
28841,necesitar,to need,Imperative,tú,Negative,no necesites
28842,necesitar,to need,Imperative,Ud.,Affirmative,necesite
28843,necesitar,to need,Imperative,Ud.,Negative,no necesite
28844,necesitar,to need,Imperative,nosotros,Affirmative,necesitemos
28845,necesitar,to need,Imperative,nosotros,Negative,no necesitemos
28846,necesitar,to need,Imperative,vosotros,Affirmative,necesitad
28847,necesitar,to need,Imperative,vosotros,Negative,no necesitéis
28848,necesitar,to need,Imperative,Uds.,Affirmative,necesiten
28849,necesitar,to need,Imperative,Uds.,Negative,no necesiten
28850,necesitar,to need,Continuous (Progressive),yo,Present,estoy necesitando
28851,necesitar,to need,Continuous (Progressive),yo,Preterite,estuve necesitando
28852,necesitar,to need,Continuous (Progressive),yo,Imperfect,estaba necesitando
28853,necesitar,to need,Continuous (Progressive),yo,Conditional,estaría necesitando
28854,necesitar,to need,Continuous (Progressive),yo,Future,estaré necesitando
28855,necesitar,to need,Continuous (Progressive),tú,Present,estás necesitando
28856,necesitar,to need,Continuous (Progressive),tú,Preterite,estuviste necesitando
28857,necesitar,to need,Continuous (Progressive),tú,Imperfect,estabas necesitando
28858,necesitar,to need,Continuous (Progressive),tú,Conditional,estarías necesitando
28859,necesitar,to need,Continuous (Progressive),tú,Future,estarás necesitando
28860,necesitar,to need,Continuous (Progressive),él,Present,está necesitando
28861,necesitar,to need,Continuous (Progressive),ella,Present,está necesitando
28862,necesitar,to need,Continuous (Progressive),Ud.,Present,está necesitando
28863,necesitar,to need,Continuous (Progressive),él,Preterite,estuvo necesitando
28864,necesitar,to need,Continuous (Progressive),ella,Preterite,estuvo necesitando
28865,necesitar,to need,Continuous (Progressive),Ud.,Preterite,estuvo necesitando
28866,necesitar,to need,Continuous (Progressive),él,Imperfect,estaba necesitando
28867,necesitar,to need,Continuous (Progressive),ella,Imperfect,estaba necesitando
28868,necesitar,to need,Continuous (Progressive),Ud.,Imperfect,estaba necesitando
28869,necesitar,to need,Continuous (Progressive),él,Conditional,estaría necesitando
28870,necesitar,to need,Continuous (Progressive),ella,Conditional,estaría necesitando
28871,necesitar,to need,Continuous (Progressive),Ud.,Conditional,estaría necesitando
28872,necesitar,to need,Continuous (Progressive),él,Future,estará necesitando
28873,necesitar,to need,Continuous (Progressive),ella,Future,estará necesitando
28874,necesitar,to need,Continuous (Progressive),Ud.,Future,estará necesitando
28875,necesitar,to need,Continuous (Progressive),nosotros,Present,estamos necesitando
28876,necesitar,to need,Continuous (Progressive),nosotros,Preterite,estuvimos necesitando
28877,necesitar,to need,Continuous (Progressive),nosotros,Imperfect,estábamos necesitando
28878,necesitar,to need,Continuous (Progressive),nosotros,Conditional,estaríamos necesitando
28879,necesitar,to need,Continuous (Progressive),nosotros,Future,estaremos necesitando
28880,necesitar,to need,Continuous (Progressive),vosotros,Present,estáis necesitando
28881,necesitar,to need,Continuous (Progressive),vosotros,Preterite,estuvisteis necesitando
28882,necesitar,to need,Continuous (Progressive),vosotros,Imperfect,estabais necesitando
28883,necesitar,to need,Continuous (Progressive),vosotros,Conditional,estaríais necesitando
28884,necesitar,to need,Continuous (Progressive),vosotros,Future,estaréis necesitando
28885,necesitar,to need,Continuous (Progressive),ellos,Present,están necesitando
28886,necesitar,to need,Continuous (Progressive),ellas,Present,están necesitando
28887,necesitar,to need,Continuous (Progressive),Uds.,Present,están necesitando
28888,necesitar,to need,Continuous (Progressive),ellos,Preterite,estuvieron necesitando
28889,necesitar,to need,Continuous (Progressive),ellas,Preterite,estuvieron necesitando
28890,necesitar,to need,Continuous (Progressive),Uds.,Preterite,estuvieron necesitando
28891,necesitar,to need,Continuous (Progressive),ellos,Imperfect,estaban necesitando
28892,necesitar,to need,Continuous (Progressive),ellas,Imperfect,estaban necesitando
28893,necesitar,to need,Continuous (Progressive),Uds.,Imperfect,estaban necesitando
28894,necesitar,to need,Continuous (Progressive),ellos,Conditional,estarían necesitando
28895,necesitar,to need,Continuous (Progressive),ellas,Conditional,estarían necesitando
28896,necesitar,to need,Continuous (Progressive),Uds.,Conditional,estarían necesitando
28897,necesitar,to need,Continuous (Progressive),ellos,Future,estarán necesitando
28898,necesitar,to need,Continuous (Progressive),ellas,Future,estarán necesitando
28899,necesitar,to need,Continuous (Progressive),Uds.,Future,estarán necesitando
28900,necesitar,to need,Perfect,yo,Present,he necesitado
28901,necesitar,to need,Perfect,yo,Preterite,hube necesitado
28902,necesitar,to need,Perfect,yo,Past,había necesitado
28903,necesitar,to need,Perfect,yo,Conditional,habría necesitado
28904,necesitar,to need,Perfect,yo,Future,habré necesitado
